auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
75775fce-879c-4c29-9e2f-c7ad7e65c588,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,1
757891f5-9143-4fc0-8add-63d3dfba058e,control,2020-07-06,6,Samsung SM-G981B,6,Samsung Internet,1,0
757d20dd-edd5-4b2c-b1d4-52133ebd1e54,control,2020-07-06,9,Generic Smartphone,6,Chrome Mobile,0,0
7581a57a-ff6d-40ab-af35-1144bbcc6aaa,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
75843906-ab7c-4d92-9ca9-06f742148a53,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
7588e217-722a-488e-97e6-523e8854f7d0,control,2020-07-09,19,Generic Smartphone,6,Chrome Mobile,0,0
7593f28e-f6f6-4393-a3e3-77cfae4ab03d,control,2020-07-03,15,Samsung SM-J600FN,6,Facebook,0,0
75a52acd-228e-43ab-870c-a86d61e5747c,control,2020-07-03,15,Generic Smartphone,6,Facebook,0,0
75b41c86-3aa9-46a9-85af-fd6d91c73a6d,exposed,2020-07-05,6,iPhone,5,Mobile Safari,0,0
75b60b35-363c-46a2-8529-c7cdf5053961,control,2020-07-07,12,iPhone,5,Mobile Safari,0,0
75c1bfb2-b97e-4d96-9d83-92dfaee0926d,control,2020-07-03,15,Samsung SM-G988B,6,Chrome Mobile WebView,0,0
75c2dbac-6640-4c52-aaa7-29af9567323a,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
75cd43de-3c2e-4d35-b877-1d77986fc156,control,2020-07-09,11,Samsung SM-A505FN,6,Samsung Internet,0,0
75cee84a-08c7-4735-b46d-1817e3ae2a55,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
75d4c80d-b482-47a8-924e-050324485c79,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
75d75ad2-2e54-4f0a-ab32-0118a5d0d10d,exposed,2020-07-05,18,Generic Smartphone,6,Chrome Mobile,0,0
75e6a5ef-178c-442e-a727-2a6247ca1a53,exposed,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,0,0
75f2ff32-6601-4bb2-b53e-0e80d21b5106,exposed,2020-07-03,11,Generic Smartphone,6,Chrome Mobile,0,1
75f666b0-1130-4134-997e-6e18a00d19bb,exposed,2020-07-09,16,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
7607306a-fc58-4b16-be46-9dd746354681,control,2020-07-03,15,Generic Smartphone,6,Facebook,0,0
76090ace-66c0-49e8-a990-e00eacd44aa0,exposed,2020-07-07,14,Generic Smartphone,6,Chrome Mobile,0,0
760a60a7-c51e-4ed9-b04f-e1cb84a700f8,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,1
7618f84a-b89a-4581-ac8b-87ab7b0bf87e,exposed,2020-07-04,6,ELE-L09,6,Facebook,1,0
761ab233-7a89-4f17-94d3-3cc95c2c449c,control,2020-07-10,16,ELE-L29,6,Facebook,0,0
762c5b4f-88a9-4697-890b-f84f4d52ef32,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
7630f458-67a0-493c-868b-f3d2d3ea93ad,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
76364910-2616-4470-9cf7-f0479b9eba28,exposed,2020-07-07,3,Samsung SM-G977B,6,Facebook,0,0
7638a5f5-4b37-4b54-8bf6-d4ff3a1ee35e,control,2020-07-09,22,Generic Smartphone,6,Facebook,0,0
7643d4e5-e32b-4eb1-813e-ea8d35dcaa9d,control,2020-07-10,16,Samsung SM-A405FN,6,Samsung Internet,0,0
7647edd9-254c-4251-9488-9c435b04058f,exposed,2020-07-08,7,Samsung SM-A705FN,6,Facebook,0,0
76647532-717f-4b40-95e0-84cc3a6518cf,control,2020-07-03,15,Samsung GT-I9505,6,Chrome Mobile WebView,0,0
76653cee-9347-4858-8239-ca231f866384,exposed,2020-07-10,6,Generic Smartphone,6,Chrome Mobile,0,0
7682d966-eec5-49ed-ae4a-01edcd8a85bf,exposed,2020-07-09,0,Generic Smartphone,6,Chrome Mobile,0,0
7684012c-274b-4491-aaed-f98dd6aaf5bd,control,2020-07-07,19,Generic Smartphone,6,Chrome Mobile,0,0
76853a1a-afa8-4a59-91a4-b5627359c652,control,2020-07-03,15,Samsung $2,6,Samsung Internet,0,0
768743b6-05fc-4427-95ec-4b126c51e4ca,control,2020-07-10,14,iPhone,5,Mobile Safari UI/WKWebView,0,0
7689354f-2db2-4fec-ae8e-e4cc4cfe946b,exposed,2020-07-10,5,Generic Smartphone,6,Chrome Mobile,0,0
768b501e-8fbe-4bd0-bf48-c899559e7914,exposed,2020-07-05,22,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
76979a1d-9a84-43f4-92ef-9ff3bd840c73,exposed,2020-07-04,17,Generic Smartphone,6,Chrome Mobile,0,0
76c7a670-ed28-4cc7-b0d5-6287a4cec913,control,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
76cf4eb9-b3bf-417f-834d-3ae605810fcb,control,2020-07-08,20,ELE-L09,6,Facebook,0,1
76d08f64-d40b-49c3-ad3b-f09b4b710bf6,control,2020-07-05,11,Generic Smartphone,6,Facebook,0,0
76d2303d-a84e-4862-8937-d8734a7a56aa,control,2020-07-03,15,Samsung SM-N976B,6,Chrome Mobile WebView,0,0
76d73bfb-df40-489d-938f-42e4e4765ebb,exposed,2020-07-08,20,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
76d8afea-106a-48ff-b733-2021d6fef672,exposed,2020-07-09,19,Samsung SM-G935F,6,Samsung Internet,0,0
76d948ec-82e1-45e0-bebd-78b26e20d4bc,exposed,2020-07-07,7,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
76dc8507-2c0a-4e37-ac55-3bb6001ef969,exposed,2020-07-05,2,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
76f05b00-025e-47e7-88a4-7ed95066cfd8,exposed,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
76f3f005-271f-4fd9-a6d0-0fbd1084b493,control,2020-07-03,15,Samsung SM-N960F,6,Facebook,0,0
76fef243-b890-41a2-ac04-72c83ce53058,exposed,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
76ff0267-6049-428f-bd45-fa37b6c7fc89,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
77034a8e-6d8c-4100-b0e1-98c55967cdaa,control,2020-07-05,2,Samsung SM-G950F,6,Facebook,0,0
771370fe-803f-4e4f-8854-d2b6a0144be7,exposed,2020-07-09,8,iPhone,5,Mobile Safari,0,0
77137249-edf0-48b0-9f85-7972cc0871a9,control,2020-07-10,17,ELE-L29,6,Facebook,1,0
771aac39-e2b3-45c5-b6dd-247029c428fe,exposed,2020-07-10,9,Generic Smartphone,6,Chrome Mobile,0,0
771f2634-2cfc-47d5-bc75-97e9cdc57cf6,exposed,2020-07-03,11,Generic Smartphone,6,Chrome Mobile WebView,0,0
771f46c6-ed45-4d01-be8d-fad002d4c8ed,control,2020-07-07,5,Generic Smartphone,6,Chrome Mobile,0,1
773b48f8-1902-4888-a232-7b4baedfe6d4,control,2020-07-08,14,ANE-LX1,6,Chrome Mobile WebView,0,0
773fdb19-7ae7-4e32-913e-cbb692e660f7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7748f140-0944-4d10-a939-961a4fbf5692,control,2020-07-08,13,Samsung SM-G975F,6,Facebook,0,1
775c9e75-447d-453a-937b-d7308b7ed9b9,control,2020-07-09,7,iPhone,5,Mobile Safari,0,0
776a3284-55d6-4016-ac88-e38465f95e3a,exposed,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,0
776e477c-9066-4d3a-a53a-1be18858da61,control,2020-07-03,15,Nokia undefined$2$3,6,Chrome Mobile,0,0
776edf97-4591-4469-9aec-28bd5b84881f,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
777335f0-99d3-47f9-a273-73b947e9bb1e,control,2020-07-10,3,Generic Smartphone,6,Chrome Mobile,0,0
777c7212-351d-4330-a007-35cd7fb9bec8,exposed,2020-07-08,15,Moto $2,6,Chrome Mobile WebView,0,0
7786694e-b5d9-4343-b57b-7cd6fb709e11,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
77a357f9-15dd-416a-8f44-429c4dd067ff,exposed,2020-07-06,9,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
77a94c11-1b26-45aa-80b6-9947d4c6db20,control,2020-07-03,15,Samsung SM-G930F,6,Samsung Internet,0,1
77b61e4c-8b7b-46da-a8b2-b631a133c827,exposed,2020-07-04,13,Generic Smartphone,6,Chrome Mobile,0,0
77b8683b-f545-4153-b100-4d7caa94f2d5,exposed,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,1
77bac9fe-678d-4d49-93c6-24311e350a9a,exposed,2020-07-04,11,Samsung SM-A405FN,6,Samsung Internet,0,0
77be7277-7837-4a2b-9255-a5ad74fa0000,control,2020-07-06,3,Samsung SM-G960F,6,Samsung Internet,0,0
77d8ae19-1760-4791-80e7-fe344f3e9a20,exposed,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,0,0
77dae281-c5e8-4ae5-a619-323e42bfeb16,exposed,2020-07-04,22,Generic Smartphone,6,Chrome Mobile,0,0
77ea527c-e597-4c92-aee7-2f9ecfd4aa72,control,2020-07-08,8,Samsung SM-G950F,6,Facebook,0,0
77ed9ca0-9e03-4015-9691-25d42d858707,control,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,0
77ef18bc-a152-4aa0-bd56-52a31ba8a0c0,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
780a2d7e-d8c1-4e19-87b2-eb98a077f7ba,exposed,2020-07-10,4,Generic Smartphone,6,Chrome Mobile,1,0
780d5cae-ea6e-47cc-8025-55bc72156ed0,exposed,2020-07-03,8,Samsung SM-A600FN,6,Chrome Mobile WebView,0,0
7812c527-75eb-4884-af21-e5675b12f14a,control,2020-07-06,4,Generic Smartphone,6,Chrome Mobile,0,0
78151568-41b3-406d-b9ec-1d3c86069e18,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile,0,0
78153a58-0d4a-4220-8eb8-ee3d0223756a,control,2020-07-10,10,LG-$2,6,Chrome Mobile,0,0
78185bcd-8dba-4ad8-95f5-ba4e5715120a,exposed,2020-07-06,2,Samsung SM-A750FN,6,Samsung Internet,0,0
781b1133-1621-4272-bba9-db4c130a975a,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7825b807-c99c-4649-a29e-b1f173af0fb3,exposed,2020-07-06,1,FIG-LX1,6,Chrome Mobile WebView,0,0
78334283-17e0-4221-b93b-18d65beffe9b,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,1,0
7836b1ae-c9bc-4737-8629-bc87a6add589,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
7842dacb-a760-4bb6-a7e4-1e4f2e661431,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
78445146-8d72-41e6-987d-6152dfcb316d,exposed,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0,0
78482867-0973-4aac-934d-d01454044dff,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile,0,1
78581a1c-9086-47f7-b3c2-fbb27fe1fa28,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,0
7861759c-141c-47fc-99cb-8b6e5651385a,exposed,2020-07-04,21,Generic Smartphone,6,Chrome Mobile,0,0
7865225c-16c8-4b75-b915-9ebbdec15c9b,exposed,2020-07-07,3,LDN-L01,6,Chrome Mobile WebView,0,0
786a010f-ebad-4f95-835a-ba3f121c5b37,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
786b68d0-fc22-47ad-8a8f-b23ce51ab930,exposed,2020-07-05,8,VTR-L09,6,Chrome Mobile WebView,0,0
7873169a-67f0-48b9-8ad7-95ccb3fe7e5a,exposed,2020-07-06,10,D6603,6,Chrome Mobile WebView,0,0
78766551-0c97-4b1f-a5cd-587b7d6aa338,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
7886e538-d171-497f-9120-419aa7593dfa,exposed,2020-07-09,17,Samsung SM-A507FN,6,Chrome Mobile WebView,1,0
7887b4f9-ec29-425d-bbc7-8d3d23095236,exposed,2020-07-04,14,Generic Smartphone,6,Chrome Mobile,0,0
788a69bd-3ac0-45f8-bb21-f7da3817464d,exposed,2020-07-09,22,Generic Smartphone,6,Chrome Mobile,0,0
788f48f3-b276-4c88-8c2b-1c1b757ce7e5,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
78a0c652-d273-4d97-9978-c1fff32c8e9e,exposed,2020-07-10,7,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
78a601bc-d74c-43fe-b193-885eaa9b2149,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
78b87c44-3565-4bd7-b3bd-80dd7f0c91c3,exposed,2020-07-05,4,VOG-L09,6,Facebook,0,0
78c481e8-835b-4df8-989d-e5c00493dbba,control,2020-07-09,12,Generic Smartphone,6,Chrome Mobile,0,0
78c5805e-46c6-48aa-8060-d420f8130cc3,control,2020-07-09,20,Samsung SM-A520F,6,Facebook,0,0
78d7dbae-6989-4aa3-ab89-3a2412865a44,control,2020-07-04,18,XiaoMi Redmi Note 8T,6,Facebook,0,0
78e0a3aa-a76f-4e9d-ad56-b62f1f50f96c,exposed,2020-07-04,15,Generic Smartphone,6,Chrome Mobile WebView,0,1
78e45020-83d2-44ab-b6a7-5560e3a7180e,exposed,2020-07-09,20,Generic Smartphone,6,Chrome Mobile,0,0
78e8e9b8-4344-4e21-aa84-1225a9a12279,control,2020-07-09,1,Generic Smartphone,6,Chrome Mobile,0,0
78eb1b66-703d-441a-a324-81aca5a34747,control,2020-07-04,22,Generic Smartphone,6,Chrome Mobile,0,0
78ecd1f2-5af9-40cc-a27e-629583af7c73,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
78ef8c28-e891-4057-b00d-4aedb4a4ab81,exposed,2020-07-05,12,Generic Smartphone,6,Chrome Mobile,0,0
78f0187d-98c2-4572-af60-da55b68fb636,exposed,2020-07-07,16,Samsung SM-G988B,6,Facebook,0,0
78f469ad-dd78-44b4-8731-4dcf116d9190,control,2020-07-06,6,Generic Smartphone,6,Chrome Mobile,0,0
78ffb92d-11f5-4bd6-bda0-ac4c923855a2,control,2020-07-03,15,Samsung SM-G960F,6,Samsung Internet,0,0
7908cc88-7e67-4274-91ee-bda6469233ae,exposed,2020-07-09,7,Generic Smartphone,6,Chrome Mobile,1,0
790af377-8015-4a40-8c2f-d60ee887619b,exposed,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
790dd86e-9234-441b-86c9-50f738735dee,control,2020-07-03,15,Samsung SM-G950F,6,Facebook,0,1
790f038e-b8f6-422a-8921-fbe381e243c7,exposed,2020-07-07,8,Samsung SM-G935U,6,Samsung Internet,0,0
7910b57e-d890-4194-957c-d076e6840b9b,control,2020-07-03,15,Samsung SM-A105G,6,Pinterest,0,0
7916fc77-74dd-46e1-ad63-f24c7a1fca7d,control,2020-07-10,1,Generic Smartphone,6,Chrome Mobile,0,0
792806e4-c151-4b0e-80a6-c0036e590253,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
7932b119-d259-4bbd-b45f-56c348cb580c,exposed,2020-07-03,7,Generic Smartphone,6,Chrome Mobile,0,0
794326fb-f76a-4f33-9050-fdc6cb6f0a1e,exposed,2020-07-03,12,Generic Smartphone,6,Chrome Mobile,0,0
7945f382-6d4a-4487-9311-27004eed1012,control,2020-07-05,14,MAR-LX1A,6,Facebook,1,0
794b524f-ad0c-44c4-8f8e-860460dc827e,control,2020-07-08,23,Generic Smartphone,6,Chrome Mobile,0,0
794e43cd-8323-4170-b64b-4cdcdb0e3238,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
7983a374-1ed7-4405-87b0-4c8d4b777ba8,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
7986f21e-d1c6-425d-84bd-e5f54bffe91e,control,2020-07-04,4,Generic Smartphone,6,Chrome Mobile,0,0
798f2a37-179a-4eb3-b6d5-7bde70927f99,control,2020-07-08,9,Samsung SM-G960F,6,Samsung Internet,0,0
79931b42-2f45-4e44-aea7-d33c057519b9,exposed,2020-07-06,8,Generic Smartphone,6,Chrome Mobile,0,1
7994019a-3f73-4ad5-8288-a622859b2445,exposed,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,1
799b1572-d78c-46fc-bafc-340391356252,exposed,2020-07-09,15,Samsung SM-G960F,6,Samsung Internet,0,0
79a3171e-92a7-4299-b92f-ac4b2d9a247c,control,2020-07-09,11,Generic Smartphone,6,Chrome Mobile,0,0
79a3d762-695a-490e-8d4b-04ec7cc65a96,control,2020-07-03,15,Samsung SM-G965F,6,Facebook,0,0
79a76f3c-bd18-4e06-9ca4-e5c908657420,exposed,2020-07-08,5,Samsung SM-N975F,6,Chrome Mobile WebView,0,0
79b7f6c5-8395-49e8-8fd8-2896f2437452,exposed,2020-07-05,14,Samsung SM-G986B,6,Chrome Mobile WebView,0,0
79c4d6d0-f934-41c2-ae9b-0abecb0b4b90,control,2020-07-09,15,Generic Smartphone,6,Chrome Mobile,0,0
79d06a08-e91a-4ca2-b46b-45d85c249c98,control,2020-07-06,3,Generic Smartphone,6,Chrome Mobile,0,0
79d97687-fc1b-4c85-b3b7-c971179d0a62,control,2020-07-05,22,Samsung SM-A705FN,6,Samsung Internet,0,0
79f5d8f3-e2f1-411d-97dd-c44a40a47d16,exposed,2020-07-09,10,Generic Smartphone,6,Chrome Mobile WebView,0,0
7a0844b8-4e44-4cc6-88d2-e685e5168b36,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7a0be915-163c-4872-8b38-456d8a8e9ce3,control,2020-07-04,8,Generic Smartphone,6,Chrome Mobile,0,0
7a1f0416-0830-47d0-a402-79e2c95c4bd2,exposed,2020-07-09,2,Samsung SM-G935F,6,Chrome Mobile WebView,0,0
7a1f8516-1820-4cd2-a9d3-79b14eb21d22,exposed,2020-07-04,15,Samsung $2,6,Samsung Internet,0,0
7a214c1e-4b1e-4e69-88c1-eaeb37b8f36b,exposed,2020-07-06,9,Samsung $2,6,Samsung Internet,0,0
7a321da7-af4a-40d9-ac82-7780d24ad0ab,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7a3cdc10-db77-41c3-b509-ff8285656a98,control,2020-07-08,14,OnePlus ONEPLUS A6013,6,Facebook,0,0
7a3e6c61-02ed-444f-9aac-6a706daa443b,exposed,2020-07-03,6,Generic Smartphone,6,Chrome Mobile,0,0
7a49f95d-5699-4028-be99-4cf6f4af59f8,exposed,2020-07-03,6,ELE-L09,6,Chrome Mobile WebView,0,0
7a5d4370-6c7b-4d20-a274-b29c0c9f001d,control,2020-07-09,22,Generic Smartphone,6,Chrome Mobile WebView,1,0
7a60ad3d-aecf-4e50-aa88-b3f5ef56488f,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
7a6a12b5-c746-477b-bb51-a0f5c0dbbc18,exposed,2020-07-05,4,Generic Smartphone,6,Chrome Mobile,0,0
7a6c222d-c409-4d99-aef4-c2286e0e4b48,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
7a6f1b84-ade8-48dc-8e87-16d9fb04aed8,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
7a6f4866-61d9-4480-9e53-23621f47bb1e,exposed,2020-07-04,18,OnePlus ONE A2003,6,Chrome Mobile WebView,0,0
7a7380d7-9137-4ab0-a76d-15438478b3e4,exposed,2020-07-05,19,iPhone,5,Mobile Safari,0,0
7a7548c1-6cfc-4bcc-a765-abc2ff9407ae,exposed,2020-07-09,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
7a78eda6-755b-43b9-9c0a-b1043b5307c6,control,2020-07-08,15,SNE-LX1,6,Facebook,0,0
7a7f1c2d-9fb9-49ba-bc2e-002462f7bdc8,control,2020-07-04,20,Samsung SM-J330FN,6,Samsung Internet,0,1
7a823c46-01fb-49e9-82cc-a4302eef7272,exposed,2020-07-09,4,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
7a8c3cf3-94f5-4fb5-a432-b28e90fc6a46,exposed,2020-07-03,13,Generic Smartphone,6,Chrome Mobile,0,0
7a93f027-c1fd-43a6-96fd-5d3cd6b57a43,exposed,2020-07-04,8,Generic Smartphone,6,Chrome Mobile WebView,0,1
7a94d6a6-a974-4c23-88c4-e5a0c7f650d7,exposed,2020-07-09,18,Generic Smartphone,6,Chrome Mobile,0,0
7a9e3e9f-1663-4f6a-8a31-4d3713ecbbfc,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7aa1122d-d9ad-4f05-988b-dbe3dbbbf101,control,2020-07-05,17,Generic Smartphone,6,Chrome Mobile,0,0
7aa65436-45e0-49bf-8945-01343c9ec5de,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7aa919fe-6bd6-4b09-8bb0-58176ef12740,exposed,2020-07-03,6,POT-LX1,6,Chrome Mobile WebView,0,0
7ab03415-f0f8-4aad-b9ae-774977604a69,control,2020-07-04,18,LG-$2,6,Chrome Mobile,0,0
7add998c-a06c-4fd7-a9fd-620023bab78f,exposed,2020-07-05,18,Generic Smartphone,6,Chrome Mobile,0,0
7ae21a53-219a-4fbc-a2d7-531dfd19ffa8,control,2020-07-10,16,Generic Smartphone,6,Chrome Mobile,0,1
7ae3318f-4880-43ef-a589-aaa46a66c4a9,control,2020-07-08,3,Generic Smartphone,6,Chrome Mobile,0,0
7af58947-7027-402a-b240-123ec94c59a8,control,2020-07-06,8,Samsung SM-A202F,6,Samsung Internet,1,0
7afa9482-de18-4d1a-a656-ff8ef6cf2ddd,exposed,2020-07-07,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
7b0cd40d-6402-40d1-b824-5d36b712f6d2,control,2020-07-09,17,Generic Smartphone,6,Chrome Mobile,0,0
7b13988a-bf8c-445a-92a6-8f7c66ad0b9f,control,2020-07-06,0,iPhone,5,Mobile Safari,0,0
7b1cda23-b02f-4a9f-871c-0ecd879f5c6c,exposed,2020-07-05,21,Samsung SM-A310F,6,Samsung Internet,0,0
7b2e5ea9-dd2b-4689-bef4-f114a72ceae4,exposed,2020-07-04,16,Samsung SM-A520F,6,Chrome Mobile WebView,0,0
7b383874-1ed3-4fc4-a0dd-91d1d939ca06,exposed,2020-07-09,21,Generic Smartphone,6,Chrome Mobile,0,0
7b46743d-aefc-49ef-abf5-c49544b25d9b,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,1,0
7b4f370f-36fe-47b2-930b-94d0f284682a,exposed,2020-07-05,9,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
7b5a9db3-36af-4ac7-8dc0-179ee8a9aec5,control,2020-07-03,15,VOG-L09,6,Facebook,0,0
7b62814a-85b5-48eb-bd35-eb5f23c5de34,exposed,2020-07-09,12,Samsung SM-G928F,6,Samsung Internet,0,0
7b690ec2-3f91-4c28-8eae-0eca2819c339,exposed,2020-07-06,6,Pixel 3,6,Chrome Mobile WebView,0,0
7b8414fd-5a05-46cb-af9c-ea9b28ce242e,exposed,2020-07-03,2,Generic Smartphone,6,Chrome Mobile,0,0
7b8bba6d-6ab1-46e7-a729-11da59fb278e,exposed,2020-07-03,5,Generic Smartphone,6,Chrome Mobile WebView,0,0
7b9ad01c-190b-4bf1-929f-7f7a27e77df2,control,2020-07-05,17,Samsung SM-G950F,6,Samsung Internet,0,0
7ba079a1-cc77-424e-ab5b-617a9294dac3,control,2020-07-04,12,Nokia$2$3,6,Facebook,0,1
7ba53034-ed6e-4175-8fc2-d5a23a23105f,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7bb0f053-a177-42d6-9198-2dd7e0378b80,exposed,2020-07-08,22,Nokia$2$3,6,Chrome Mobile WebView,0,0
7bb1b6b1-3fa8-40f6-9348-f8e433081f8c,exposed,2020-07-03,12,Samsung SM-J730F,6,Chrome Mobile WebView,0,0
7bb1d92a-c07b-4604-bc3e-d1d99694bca0,exposed,2020-07-03,9,Generic Smartphone,6,Chrome Mobile WebView,0,0
7bc05c51-f0a2-4a24-8760-ae3fb6cc9ed7,control,2020-07-05,7,Generic Smartphone,6,Chrome Mobile,0,0
7bc0e8d5-361e-4701-aec7-48167f43c377,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
7bde1aec-8297-425f-b9fb-e9737c893ce4,exposed,2020-07-04,16,Samsung SM-G960F,6,Samsung Internet,0,0
7be54469-b91b-4e15-b9cc-e6afbb3f4b97,exposed,2020-07-05,17,Generic Smartphone,6,Chrome Mobile,0,0
7bef6141-c2e4-42d8-866e-5f6bf642fe53,exposed,2020-07-05,14,Generic Smartphone,6,Chrome Mobile,0,0
7c003bed-32c3-4236-abf0-f571debe769b,exposed,2020-07-05,3,iPhone,5,Mobile Safari,1,0
7c01508a-4f4f-461a-a1df-6d7701fd15de,control,2020-07-07,1,Samsung GT-I9195I,6,Chrome Mobile,0,0
7c14f50e-f7c5-4eb5-81ec-64e3e7f07a79,control,2020-07-10,8,Samsung SM-G973F,6,Chrome Mobile WebView,1,0
7c17d258-eedf-4ede-9466-0f4ec3bc1dd7,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7c1a6124-c1b2-4dc4-a0fe-9150d25fde02,exposed,2020-07-07,11,OnePlus ONEPLUS A6003,6,Chrome Mobile WebView,0,0
7c1ae5db-754d-4c3f-a235-07910680decb,exposed,2020-07-10,15,Samsung SM-G950F,6,Samsung Internet,0,1
7c1e45e8-aa86-4611-a41a-2fb50c214200,exposed,2020-07-06,7,Generic Smartphone,6,Chrome Mobile,0,0
7c23951c-6a73-4919-959f-45fa00909ca9,control,2020-07-06,10,Generic Smartphone,6,Chrome Mobile,1,0
7c25167f-781d-4b19-83f8-c3d7b0787406,control,2020-07-04,5,Generic Smartphone,6,Chrome Mobile,0,0
7c3d937d-e200-4def-9db5-997e0eff2af8,exposed,2020-07-04,3,Nokia undefined$2$3,6,Chrome Mobile,1,0
7c43d834-e999-4ecc-b152-5a5870b3f8d5,control,2020-07-03,15,Samsung SM-A705FN,6,Samsung Internet,0,0
7c484dcc-d619-416b-80a1-2b5995ce0ccf,exposed,2020-07-10,2,Generic Smartphone,6,Chrome Mobile,0,1
7c48c240-0b9a-4fe3-a6a1-0b82097e4dee,control,2020-07-07,22,POT-LX1,6,Facebook,0,0
7c49a2e1-144a-4d29-8469-861d13e4d06d,control,2020-07-03,15,SNE-LX1,6,Facebook,0,0
7c57d23b-f458-43da-b21b-58021cd56d44,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7c5a71c2-fb42-4480-8125-ac9b0de8e6d8,control,2020-07-04,19,Generic Smartphone,6,Chrome Mobile,0,0
7c5c9fe9-6cef-4813-9491-e09a428d7708,control,2020-07-03,15,Generic Smartphone,6,Chrome Mobile,0,0
7c6038c5-8c4e-4e22-956c-e63f1989dd31,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
7c64f968-eb5f-4e36-b6ec-93acd4119ef0,control,2020-07-07,2,Samsung SM-G988B,6,Facebook,0,0
7c78e50d-079b-44bd-8565-5b89bf2d0418,control,2020-07-09,2,Generic Smartphone,6,Chrome Mobile,0,1
7c7c6bdb-c6f4-4761-902e-73cf17ece818,control,2020-07-10,10,Generic Smartphone,6,Chrome Mobile,0,0
